Pegunungan Bintang (baris 2607, provinsi: Papua)
MERAUKE (baris 2608, provinsi: Papua)
Kab. Jayawijaya (baris 2612, provinsi: Papua)
Kab. Merauke (baris 2613, provinsi: Papua)
Asmat (baris 2619, provinsi: Papua)
JAYAWIJAYA (baris 2625, provinsi: Papua)
Kab. Boven Digoel (baris 2640, provinsi: Papua)
Puncak Jaya (baris 2644, provinsi: Papua)
Kab. Deiyai (Deliyai) (baris 2647, provinsi: Papua)
Kab. Asmat (baris 2648, provinsi: Papua)
Kab. Asmat (baris 2662, provinsi: Papua)
Kab. Mimika (baris 2667, provinsi: Papua)
Biak (baris 2685, provinsi: Papua)
Tolikara (baris 2689, provinsi: Papua)
Kab. Merauke (baris 2692, provinsi: Papua)
Kab. Deiyai (Deliyai) (baris 2695, provinsi: Papua)
MIMIKA BARU (baris 2696, provinsi: Papua Tengah)
Jayapura Kota (baris 2697, provinsi: Papua)
Kab. Merauke (baris 2698, provinsi: Papua)
YAPEN-SERUI (baris 2701, provinsi: Papua)
Jayawijaya (baris 2716, provinsi: Papua)
Kab. Paniai (baris 2723, provinsi: Papua)
Kab. Paniai (baris 2728, provinsi: Papua)
Kab. Merauke (baris 2731, provinsi: Papua)
Kab. Merauke (baris 2736, provinsi: Papua)
Jayawijaya (baris 2738, provinsi: Papua)
Kab. Merauke (baris 2740, provinsi: Papua)
Kab. Yalimo (baris 2744, provinsi: Papua)
Kab. Paniai (baris 2750, provinsi: Papua)
Kab. Merauke (baris 2752, provinsi: Papua)
Kab. Mimika (baris 2763, provinsi: Papua)
Kab. Merauke (baris 2771, provinsi: Papua)
Kab. Asmat (baris 2774, provinsi: Papua)
Kab. Merauke (baris 2776, provinsi: Papua)
Kab. Merauke (baris 2782, provinsi: Papua)
Kab. Paniai (baris 2784, provinsi: Papua)
Kab. Jayawijaya (baris 2792, provinsi: Papua)
Kab. Merauke (baris 2795, provinsi: Papua)
Kab. Nabire (baris 2796, provinsi: Papua)
Kab. Merauke (baris 2799, provinsi: Papua)
Kab. Lanny Jaya (baris 2801, provinsi: Papua)
Kab. Mimika (baris 2803, provinsi: Papua)
Kab. Jayawijaya (baris 2805, provinsi: Papua)
Kab. Merauke (baris 2812, provinsi: Papua)
Kab. Yalimo (baris 2813, provinsi: Papua)
Kab. Paniai (baris 2820, provinsi: Papua)
Kab. Yahukimo (baris 2827, provinsi: Papua)
Kab. Merauke (baris 2831, provinsi: Papua)
